Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Verified,Word_Count,Review_Length,Average_Rating,Recommendation_Status,Verification_Status,Rating_Level,Date_Flown_Clean,Year,Month,Month_Name
Unknown,Economy Class,Unknown,,1.0,1.0,2.0,1.0,,2.0,no,no,58,342,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,4.0,2.0,,4.0,yes,no,123,668,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,1.0,1.0,,2.0,no,no,296,1515,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,4.0,3.0,,3.0,yes,no,100,568,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,3.0,1.0,1.0,1.0,,1.0,no,no,105,539,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,4.0,4.0,2.0,4.0,,3.0,yes,no,194,1010,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,2.0,3.0,3.0,2.0,,4.0,no,no,158,879,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,3.0,,5.0,yes,no,50,295,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,4.0,4.0,,5.0,yes,no,106,579,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,3.0,2.0,1.0,,2.0,no,no,97,518,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,5.0,,4.0,yes,no,195,1095,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,2.0,,5.0,yes,no,99,542,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,3.0,,4.0,yes,no,111,625,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,3.0,2.0,,4.0,yes,no,70,365,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,5.0,1.0,,4.0,yes,no,263,1395,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,1.0,3.0,,3.0,no,no,78,423,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,3.0,2.0,1.0,,3.0,no,no,134,733,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,5.0,3.0,1.0,,4.0,yes,no,76,432,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,5.0,3.0,2.0,5.0,,2.0,no,no,139,685,3.4,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,5.0,,5.0,yes,no,158,878,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,2.0,1.0,1.0,,2.0,no,no,164,924,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,2.0,2.0,1.0,1.0,,1.0,no,no,150,818,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,5.0,1.0,,5.0,yes,no,453,2308,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,1.0,1.0,,2.0,no,no,49,286,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,5.0,4.0,1.0,,1.0,no,no,234,1219,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,1.0,,4.0,yes,no,150,762,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,2.0,3.0,,2.0,yes,no,219,1162,2.4,Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,3.0,4.0,,3.0,no,no,170,942,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,1.0,4.0,3.0,1.0,,2.0,no,no,51,286,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,1.0,,4.0,yes,no,104,546,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,3.0,1.0,2.0,,1.0,no,no,279,1518,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,1.0,3.0,,5.0,yes,no,28,178,2.6,Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,2.0,2.0,1.0,,3.0,yes,no,101,556,2.4,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,2.0,1.0,2.0,,2.0,no,no,86,422,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,5.0,2.0,,5.0,yes,no,117,682,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,2.0,,4.0,yes,no,72,379,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,2.0,1.0,,4.0,no,no,109,559,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,5.0,5.0,5.0,4.0,,5.0,yes,no,178,990,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,3.0,,4.0,yes,no,190,1138,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,4.0,2.0,2.0,,1.0,no,no,26,152,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,1.0,1.0,2.0,,1.0,no,no,201,1065,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,4.0,3.0,1.0,,1.0,no,no,169,915,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,3.0,1.0,,3.0,no,no,133,744,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,2.0,4.0,4.0,3.0,,3.0,no,no,127,710,3.2,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,5.0,,5.0,yes,no,188,960,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,4.0,5.0,,4.0,yes,no,170,939,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,2.0,1.0,,2.0,no,no,103,540,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,2.0,3.0,,3.0,no,no,85,482,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,3.0,2.0,2.0,,3.0,no,no,92,531,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,4.0,1.0,,4.0,yes,no,116,677,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,2.0,1.0,,3.0,no,no,328,1732,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,2.0,3.0,,1.0,no,no,87,458,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,3.0,3.0,3.0,,1.0,no,no,297,1703,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,1.0,4.0,2.0,1.0,,1.0,no,no,195,1056,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,2.0,,1.0,no,no,60,331,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,4.0,,5.0,yes,no,207,1147,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,2.0,2.0,,3.0,no,no,235,1295,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,,,5.0,yes,no,271,1467,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,First Class,Unknown,,3.0,4.0,3.0,2.0,,1.0,no,no,51,275,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,2.0,2.0,4.0,,4.0,yes,no,129,682,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,2.0,5.0,,3.0,,3.0,no,no,85,498,3.25,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,1.0,1.0,,2.0,no,no,89,470,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,5.0,5.0,5.0,4.0,,5.0,yes,no,41,263,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,First Class,Unknown,,5.0,4.0,4.0,3.0,,5.0,yes,no,210,1165,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,4.0,4.0,,4.0,yes,no,262,1382,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,4.0,4.0,1.0,,3.0,no,no,378,2119,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,2.0,2.0,,3.0,yes,no,193,994,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,2.0,1.0,1.0,3.0,,1.0,no,no,102,595,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,1.0,,4.0,no,no,57,361,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,4.0,4.0,4.0,,4.0,yes,no,154,826,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,255,1301,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,233,1188,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,4.0,2.0,,2.0,yes,no,232,1255,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,5.0,5.0,5.0,3.0,,4.0,yes,no,106,626,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,5.0,5.0,1.0,,4.0,yes,no,317,1685,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,4.0,4.0,1.0,,4.0,yes,no,85,425,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,3.0,2.0,,3.0,no,no,450,2602,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,5.0,,3.0,yes,no,63,360,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,1.0,3.0,,1.0,no,no,88,551,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,5.0,5.0,3.0,,5.0,yes,no,124,644,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,3.0,2.0,,3.0,no,no,258,1329,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,4.0,4.0,,4.0,yes,no,91,522,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,4.0,5.0,5.0,4.0,,4.0,yes,no,172,984,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,4.0,4.0,5.0,,4.0,yes,no,137,765,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,2.0,1.0,,1.0,no,no,116,624,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,4.0,4.0,,4.0,yes,no,54,291,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,5.0,1.0,,5.0,yes,no,53,297,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,1.0,3.0,,2.0,no,no,79,455,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,2.0,4.0,,3.0,no,no,66,383,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,1.0,2.0,,3.0,no,no,96,504,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,3.0,,5.0,yes,no,117,635,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,2.0,1.0,4.0,1.0,,1.0,no,no,222,1194,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,2.0,2.0,,1.0,no,no,42,220,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,4.0,1.0,1.0,,2.0,no,no,45,263,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,3.0,4.0,1.0,,5.0,yes,no,108,573,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,4.0,3.0,,4.0,yes,no,86,491,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,4.0,3.0,2.0,2.0,,4.0,yes,no,60,348,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,3.0,3.0,,3.0,yes,no,95,471,3.0,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,1.0,5.0,5.0,4.0,,3.0,no,no,83,424,3.6,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,2.0,1.0,,1.0,no,no,186,1041,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,4.0,3.0,1.0,,3.0,no,no,291,1604,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,1.0,3.0,,2.0,no,no,149,813,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,4.0,4.0,5.0,,4.0,yes,no,55,323,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,3.0,2.0,2.0,,4.0,no,no,211,1091,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,4.0,2.0,,5.0,yes,no,48,286,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,3.0,5.0,4.0,3.0,,3.0,yes,no,381,2013,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,1.0,3.0,2.0,1.0,,1.0,no,no,399,2214,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,4.0,,5.0,yes,no,90,518,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,2.0,4.0,5.0,,3.0,yes,no,127,730,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,3.0,5.0,2.0,3.0,,3.0,no,no,134,717,3.2,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,4.0,,5.0,yes,no,78,451,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,3.0,,5.0,yes,no,271,1426,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,First Class,Unknown,,4.0,5.0,4.0,4.0,,5.0,yes,no,138,767,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,First Class,Unknown,,5.0,4.0,4.0,4.0,,4.0,yes,no,83,424,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,1.0,1.0,,2.0,yes,no,186,1041,2.0,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,3.0,,4.0,yes,no,291,1604,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,4.0,4.0,5.0,,5.0,yes,no,149,813,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,2.0,2.0,,3.0,no,no,55,323,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,3.0,,5.0,yes,no,211,1091,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,4.0,,5.0,yes,no,48,286,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,2.0,4.0,2.0,1.0,,1.0,yes,no,381,2013,2.0,Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,5.0,5.0,4.0,,3.0,no,no,256,1437,3.6,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,2.0,1.0,,1.0,no,no,37,236,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,4.0,3.0,1.0,,3.0,no,no,284,1582,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,1.0,2.0,3.0,,1.0,no,no,65,340,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,4.0,4.0,4.0,,3.0,yes,no,240,1162,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,4.0,2.0,1.0,4.0,,3.0,no,no,165,871,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,3.0,5.0,,4.0,yes,no,132,708,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,3.0,3.0,,2.0,no,no,132,718,2.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,5.0,5.0,5.0,3.0,,4.0,yes,no,179,910,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,2.0,4.0,4.0,,5.0,yes,no,116,654,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,2.0,3.0,2.0,5.0,,2.0,no,no,129,691,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,4.0,2.0,,3.0,no,no,205,1104,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,5.0,,5.0,yes,no,115,681,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,4.0,4.0,4.0,,4.0,yes,no,100,529,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,4.0,,5.0,yes,no,144,850,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,1.0,2.0,1.0,1.0,,1.0,no,no,346,1940,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,3.0,3.0,,5.0,yes,no,118,647,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,1.0,2.0,1.0,,2.0,no,no,226,1246,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,1.0,1.0,1.0,,1.0,no,no,157,783,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,2.0,1.0,1.0,,2.0,no,no,53,292,1.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,1.0,3.0,4.0,,4.0,no,no,202,1107,3.2,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,4.0,5.0,3.0,4.0,,4.0,yes,no,69,364,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,3.0,2.0,3.0,,2.0,no,no,122,660,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,4.0,1.0,,3.0,yes,no,180,962,2.8,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,2.0,3.0,1.0,1.0,,1.0,no,no,216,1193,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,1.0,1.0,,2.0,no,no,57,291,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,3.0,2.0,2.0,3.0,,2.0,no,no,398,2334,2.4,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,1.0,4.0,1.0,1.0,,1.0,no,no,156,820,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,3.0,1.0,,5.0,yes,no,147,829,3.6,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,3.0,5.0,,5.0,yes,no,145,774,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,3.0,3.0,3.0,,2.0,yes,no,232,1299,2.8,Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,5.0,,5.0,yes,no,154,872,5.0,Recommended,Not Verified,High Rating,,,,
Unknown,First Class,Unknown,,5.0,5.0,3.0,2.0,,4.0,yes,no,63,320,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,3.0,3.0,1.0,2.0,,1.0,no,no,65,358,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,5.0,3.0,,5.0,yes,no,342,1850,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,2.0,4.0,4.0,,3.0,yes,no,48,263,3.4,Recommended,Not Verified,Medium Rating,,,,
Unknown,Premium Economy,Unknown,,2.0,1.0,1.0,1.0,,3.0,no,no,156,836,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,5.0,,4.0,yes,no,202,1186,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,3.0,1.0,3.0,,1.0,no,no,113,657,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,3.0,4.0,2.0,,4.0,yes,no,342,1741,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,Business Class,Unknown,,2.0,2.0,2.0,1.0,,1.0,no,no,307,1578,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,3.0,4.0,3.0,2.0,,2.0,no,no,160,842,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,2.0,1.0,1.0,1.0,,1.0,no,no,170,961,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,5.0,5.0,,4.0,yes,no,93,551,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,5.0,5.0,5.0,4.0,,5.0,yes,no,103,594,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,1.0,1.0,1.0,1.0,,1.0,no,no,119,625,1.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,First Class,Unknown,,3.0,4.0,1.0,1.0,,1.0,no,no,295,1532,2.0,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,3.0,4.0,3.0,,3.0,yes,no,102,581,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,1.0,4.0,4.0,2.0,,3.0,no,no,64,371,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,5.0,,5.0,yes,no,75,443,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,4.0,5.0,4.0,3.0,,5.0,yes,no,81,470,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,3.0,3.0,,5.0,yes,no,201,1110,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,1.0,,5.0,yes,no,89,490,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,3.0,3.0,3.0,2.0,,3.0,no,no,54,363,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,4.0,4.0,5.0,3.0,,4.0,yes,no,260,1445,4.0,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,1.0,1.0,2.0,,1.0,no,no,98,553,1.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Business Class,Unknown,,5.0,2.0,1.0,3.0,,5.0,yes,no,91,507,3.2,Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,4.0,5.0,5.0,5.0,,5.0,yes,no,382,2065,4.8,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,1.0,5.0,3.0,1.0,,1.0,no,no,143,790,2.2,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,2.0,1.0,1.0,1.0,,3.0,no,no,62,334,1.6,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,2.0,5.0,3.0,,5.0,yes,no,112,621,3.8,Recommended,Not Verified,Medium Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,4.0,3.0,,5.0,yes,no,156,886,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,5.0,5.0,4.0,4.0,,5.0,yes,no,65,365,4.6,Recommended,Not Verified,High Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,4.0,2.0,3.0,,3.0,no,no,115,628,3.0,Not Recommended,Not Verified,Medium Rating,,,,
Unknown,First Class,Unknown,,1.0,5.0,4.0,2.0,,2.0,no,no,205,1097,2.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,5.0,5.0,5.0,2.0,,4.0,yes,no,320,1632,4.2,Recommended,Not Verified,High Rating,,,,
Unknown,Business Class,Unknown,,2.0,5.0,2.0,1.0,,3.0,yes,no,114,637,2.6,Recommended,Not Verified,Low Rating,,,,
Unknown,Premium Economy,Unknown,,3.0,1.0,1.0,3.0,,1.0,no,no,166,873,1.8,Not Recommended,Not Verified,Low Rating,,,,
Unknown,Economy Class,Unknown,,4.0,5.0,4.0,5.0,,4.0,yes,no,81,427,4.4,Recommended,Not Verified,High Rating,,,,
Unknown,Economy Class,Unknown,,2.0,2.0,3.0,4.0,,1.0,no,no,126,793,2.4,Not Recommended,Not Verified,Low Rating,,,,
